"lsoa11cd","CAUTH18NM","lsoa11nm","IMD.2010.adjusted","National.quintile1","National.decile2","imd_rank","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived.","INCOME.SCORE","RANK.OF.INCOME.SCORE..where.1.is.most.deprived.","EMPLOYMENT.SCORE","RANK.OF.EMPLOYMENT.SCORE..where.1.is.most.deprived.","HEALTH.DEPRIVATION.AND.DISABILITY.SCORE","RANK.OF.HEALTH.DEPRIVATION.AND.DISABILITY.SCORE..where.1.is.most.deprived.","EDUCATION.SKILLS.AND.TRAINING.SCORE","RANK.OF.EDUCATION.SKILLS.AND.TRAINING.SCORE..where.1.is.most.deprived.","BARRIERS.TO.HOUSING.AND.SERVICES.SCORE","RANK.OF.BARRIERS.TO.HOUSING.AND.SERVICES.SCORE..where.1.is.most.deprived.","CRIME.AND.DISORDER.SCORE","RANK.OF.CRIME.SCORE..where.1.is.most.deprived.","LIVING.ENVIRONMENT.SCORE","RANK.OF.LIVING.ENVIRONMENT.SCORE..where.1.is.most.deprived.","Indoors.Sub.domain.Score","Indoors.Sub.domain.Rank..where.1.is.most.deprived.","Outdoors.Sub.domain.Score","Outdoors.Sub.domain.Rank..where.1.is.most.deprived.","Geographical.Barriers.Sub.domain.Score","Geographical.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Wider.Barriers.Sub.domain.Score","Wider.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Children.Young.People.Sub.domain.Score","Children.Young.People.Sub.domain.Rank..where.1.is.most.deprived.","Skills.Sub.domain.Score","Skills.Sub.domain.Rank..where.1.is.most.deprived.","IDACI.score","Rank.of.IDACI..where.1.is.most.deprived.","IDAOPI.score","Rank.of.IDAOPI..where.1.is.most.deprived."
"E01005616","Greater Manchester","Salford 030A",32.35,2,3,7263,"B","North West",32.35,7199,0.2,8528,0.17,4828,0.89,5034,49.71,3222,24.59,11813,-0.19,19075,7.46,25917,7.41,23416,7.56,23260,25.33,10514,23.85,11243,42.27,4812,57.15,2318,0.27,9597,0.23,11360
"E01005617","Greater Manchester","Salford 030B",19.29,3,5,14679,"B","North West",19.29,14536,0.12,15658,0.08,15973,0.52,8946,27.06,9595,18.95,17668,0.16,13929,15.66,17248,18.09,14563,10.81,20144,16.79,15436,21.11,12720,22.1,12167,32.02,7754,0.2,13140,0.15,18205
"E01005618","Greater Manchester","Salford 030C",29.35,2,3,8575,"B","North West",29.35,8483,0.21,7645,0.12,9750,0.78,6077,38.42,5701,19.43,17099,0.61,7623,16.26,16759,14.24,17295,20.31,13181,14.2,17324,24.66,10840,33.32,7304,43.51,4538,0.3,8317,0.37,4223
"E01005619","Greater Manchester","Salford 030D",28.57,2,3,8958,"B","North West",28.57,8861,0.16,11000,0.12,9732,0.89,5092,45.18,4096,27.09,9502,-0.13,18158,17.46,15739,17.96,14650,16.47,15655,34.07,7056,20.11,13300,40.47,5239,49.9,3335,0.27,9537,0.18,15269
"E01005620","Greater Manchester","Salford 030E",18.29,3,5,15514,"B","North West",18.29,15346,0.09,18536,0.06,20866,0.46,9660,18.94,14093,16.55,20515,0.89,4580,21.85,12651,18.76,14133,28.04,9300,6.72,24150,26.38,10029,12.42,18755,25.46,10452,0.12,18743,0.19,14362
"E01005621","Greater Manchester","Salford 030F",30.4,2,3,8107,"B","North West",30.4,8031,0.15,12326,0.12,9979,1.43,1684,26.91,9660,19.39,17156,0.83,5179,24.09,11350,20.51,13064,31.24,8037,11.16,19829,27.61,9482,23.12,11619,30.69,8240,0.14,17365,0.3,7232
"E01005622","Greater Manchester","Salford 018A",27.21,2,3,9635,"B","North West",27.21,9533,0.15,12302,0.1,13268,1.25,2502,18.8,14208,16.35,20777,0.43,9996,43.9,3934,50.25,3278,31.19,8054,0.66,31549,32.03,7749,17.99,14626,19.61,13606,0.16,15661,0.32,6037
"E01005623","Greater Manchester","Salford 018B",16.17,3,6,17391,"B","North West",16.17,17205,0.08,20522,0.09,13926,0.76,6243,11.38,20256,12.65,24964,0.13,14317,11.26,21513,7.49,23335,18.81,14103,8.53,22287,16.76,15452,11.48,19549,11.28,19724,0.13,17563,0.14,19478
"E01005624","Greater Manchester","Salford 017A",56.82,1,1,1169,"B","North West",56.82,1174,0.39,1292,0.26,950,2.04,315,58.19,2022,16.42,20687,0.28,12279,24.73,11003,18.59,14243,37.01,6160,7.03,23819,25.81,10287,50.36,3260,66.01,1441,0.56,1227,0.43,2413
"E01005625","Greater Manchester","Salford 015A",16.05,3,6,17485,"B","North West",16.05,17299,0.09,19610,0.08,16901,0.39,10514,17.19,15381,24.28,12111,-0.61,24864,20.53,13488,24.19,11070,13.2,18112,23.54,11399,25.01,10669,16.21,15836,18.17,14509,0.1,20513,0.18,15514
"E01005626","Greater Manchester","Salford 018C",16.17,3,6,17396,"B","North West",16.17,17210,0.08,20445,0.09,14447,0.67,7268,16.61,15803,13.48,24030,-0.31,20843,16.57,16492,12.81,18430,24.1,11117,9.07,21758,17.89,14696,10.6,20331,22.62,11883,0.03,30785,0.2,13422
"E01005627","Greater Manchester","Salford 015B",11.59,4,7,22252,"B","North West",11.59,22030,0.07,22813,0.07,20016,0.36,10934,12.84,18952,13.77,23705,-0.66,25476,14.41,18376,13.81,17631,15.62,16259,8.35,22461,19.2,13859,8.98,21847,16.69,15501,0.1,20762,0.12,21350
"E01005628","Greater Manchester","Salford 018D",27.96,2,3,9247,"B","North West",27.96,9147,0.12,15791,0.11,10605,1.17,2963,17.16,15403,24.37,12022,1.1,2859,25.08,10827,24.07,11131,27.1,9706,19.76,13515,28.98,8910,15.44,16394,18.88,14054,0.14,17444,0.2,13798
"E01005629","Greater Manchester","Salford 021A",23.59,2,4,11662,"B","North West",23.59,11538,0.13,14231,0.12,9099,0.81,5787,11.42,20227,22.31,14066,0.69,6696,15.75,17181,17.91,14678,11.43,19592,14.04,17446,30.58,8283,8.22,22597,14.62,17006,0.11,19957,0.23,11334
"E01005630","Greater Manchester","Salford 021B",20.31,3,5,13901,"B","North West",20.31,13762,0.13,14242,0.1,13063,0.67,7202,18.12,14676,20.53,15912,-0.13,18222,20.51,13498,21.08,12733,19.38,13747,18.18,14504,22.88,11747,18.32,14414,17.91,14677,0.19,13810,0.24,10813
"E01005631","Greater Manchester","Salford 020A",55.79,1,1,1287,"B","North West",55.79,1291,0.36,2072,0.35,140,2.6,44,22.3,12020,18.35,18339,0,16308,27.54,9598,25.62,10377,31.38,7983,6.48,24406,30.22,8419,21.59,12446,23.01,11674,0.24,10824,0.47,1619
"E01005632","Greater Manchester","Salford 020B",32.67,2,3,7120,"B","North West",32.67,7058,0.23,6799,0.13,8565,1.11,3386,21.94,12236,19.17,17402,0.97,3835,29.75,8609,35.64,6562,17.95,14653,11.03,19946,27.32,9609,27.02,9740,16.85,15392,0.31,7652,0.34,5422
"E01005633","Greater Manchester","Salford 020C",37.23,1,2,5483,"B","North West",37.23,5440,0.26,5256,0.18,3925,1.5,1434,36.16,6299,19.45,17081,0.19,13511,8.93,24148,4.64,26472,17.52,14940,14.38,17186,24.52,10905,26.43,10003,45.89,4050,0.36,6115,0.34,5367
"E01005634","Greater Manchester","Salford 020D",9.74,4,8,24618,"B","North West",9.74,24378,0.07,23560,0.06,23354,0.14,14010,3.02,29411,9.9,27791,0.34,11247,12.65,20095,7.97,22846,22.02,12210,8.2,22612,11.6,19444,1.87,29908,4.16,27033,0.11,19434,0.1,24066
"E01005635","Greater Manchester","Salford 020E",22.31,2,4,12467,"B","North West",22.31,12337,0.12,15640,0.1,13151,1.03,3920,3.53,28841,21.32,15073,0.81,5370,22.45,12269,20.89,12847,25.58,10399,9.42,21424,33.21,7340,3.42,27932,3.63,27677,0.07,25332,0.27,8758
"E01005636","Greater Manchester","Salford 020F",15.89,3,6,17618,"B","North West",15.89,17431,0.08,21630,0.07,20300,0.45,9771,1.49,31211,20.2,16285,1.19,2278,11.31,21460,7.07,23773,19.79,13497,18.75,14138,21.65,12416,0.38,31947,2.6,28970,0.06,26130,0.16,17268
"E01005637","Greater Manchester","Salford 020G",26.17,2,4,10166,"B","North West",26.17,10064,0.14,13234,0.14,7749,1.11,3347,17.74,14962,10.54,27184,0.58,8060,22.58,12207,21.93,12259,23.89,11224,1.46,30465,19.63,13591,19.53,13651,15.96,16019,0.14,16747,0.22,11621
"E01005638","Greater Manchester","Salford 027D",42.14,1,2,3953,"B","North West",42.14,3937,0.25,5838,0.19,3227,1.39,1812,30.56,8129,18.08,18660,0.47,9418,55.1,1667,60.67,1929,43.98,4438,6.98,23865,29.17,8833,33.13,7369,27.99,9319,0.32,7340,0.39,3555
"E01005639","Greater Manchester","Salford 029A",55.61,1,1,1311,"B","North West",55.61,1315,0.4,1149,0.22,1937,1.48,1529,58.18,2024,18.32,18373,1.51,937,16.31,16725,7.98,22840,32.98,7419,7.59,23232,29.05,8883,61,1895,55.35,2541,0.55,1389,0.4,3262
"E01005640","Greater Manchester","Salford 029B",37.26,1,2,5472,"B","North West",37.26,5429,0.25,5949,0.17,4897,0.92,4754,56,2291,19.57,16946,0.51,8915,20.05,13809,5.45,25537,49.25,3442,15.23,16545,23.91,11210,54.48,2655,57.52,2274,0.38,5369,0.26,9355
"E01005641","Greater Manchester","Salford 029C",32.46,2,3,7211,"B","North West",32.46,7149,0.19,9138,0.14,7782,1.3,2238,34.51,6785,16.42,20682,0.5,9057,29.53,8706,13.23,18087,62.13,1784,0.51,31758,32.34,7642,26.58,9935,42.45,4773,0.19,13813,0.34,5358
"E01005642","Greater Manchester","Salford 029D",9.8,4,8,24528,"B","North West",9.8,24288,0.06,25629,0.05,23879,0.24,12512,12.28,19463,10.24,27486,-0.62,24981,18.76,14746,7,23851,42.3,4807,1.99,29760,18.48,14308,10.14,20754,14.42,17152,0.06,25756,0.13,20531
"E01005643","Greater Manchester","Salford 029E",18.34,3,5,15466,"B","North West",18.34,15301,0.11,16792,0.08,17592,0.52,8848,16.84,15652,14.29,23120,0.92,4302,11.04,21751,4.45,26691,24.21,11062,6.75,24110,21.83,12312,12.87,18377,20.81,12890,0.16,15283,0.16,17186
"E01005644","Greater Manchester","Salford 029F",14.19,3,6,19230,"B","North West",14.19,19022,0.06,24098,0.07,19337,0.66,7360,19.83,13498,14.4,23006,-0.79,26780,19.62,14121,23.71,11314,11.45,19581,7.71,23111,21.09,12727,15.48,16360,24.18,11077,0.08,23208,0.11,23392
"E01005645","Greater Manchester","Salford 029G",10.38,4,8,23763,"B","North West",10.38,23534,0.05,27601,0.06,20903,0.28,12045,14.23,17749,15.46,21813,-0.44,22637,11.07,21709,6.11,24801,20.99,12788,11.01,19967,19.91,13425,8.91,21916,19.55,13643,0.06,26486,0.1,24481
"E01005646","Greater Manchester","Salford 010A",21.42,2,4,13070,"B","North West",21.42,12938,0.22,7249,0.06,23096,0.14,14014,9.31,22278,21.26,15148,0.96,3932,27.24,9755,13.66,17745,54.39,2667,6.97,23885,35.55,6591,10.53,20393,8.08,22730,0.24,10966,0.36,4440
"E01005647","Greater Manchester","Salford 011A",16.43,3,6,17162,"B","North West",16.43,16977,0.12,15687,0.09,14074,0.36,10858,4.71,27416,18.46,18225,-0.19,19102,25.33,10698,25.3,10528,25.39,10485,4.88,26197,32.04,7748,6.89,23960,2.53,29058,0.11,19886,0.21,12764
"E01005648","Greater Manchester","Salford 011B",20.73,3,5,13585,"B","North West",20.73,13448,0.11,16562,0.09,14332,0.52,8894,11.18,20440,26.04,10450,0.6,7791,27.02,9844,36.46,6318,8.14,22676,24.86,10739,27.21,9657,15.05,16679,7.32,23517,0.14,16865,0.19,14682
"E01005649","Greater Manchester","Salford 010B",18.15,3,5,15632,"B","North West",18.15,15464,0.15,12668,0.07,18214,0.62,7802,4.55,27601,21.89,14481,0.09,15061,25.45,10647,15.09,16654,46.17,3996,18.99,13985,24.8,10772,6.78,24086,2.32,29331,0.17,15213,0.17,15872
"E01005650","Greater Manchester","Salford 010C",42.63,1,2,3816,"B","North West",42.63,3797,0.26,5303,0.18,4136,1.88,522,18.97,14073,24.06,12300,1,3624,34.78,6675,32.57,7560,39.19,5563,10.97,20000,37.14,6121,23.35,11500,14.6,17017,0.19,13522,0.49,1301
"E01005651","Greater Manchester","Salford 010D",37.67,1,2,5343,"B","North West",37.67,5298,0.31,3282,0.15,6224,0.99,4215,25.89,10123,21.29,15122,1.01,3510,25.45,10643,10.85,20107,54.66,2632,9.4,21439,33.17,7355,34.68,6861,17.11,15218,0.32,7364,0.27,8353
"E01005652","Greater Manchester","Salford 011C",43.52,1,2,3581,"B","North West",43.52,3571,0.28,4696,0.19,3584,1.36,1943,54.07,2531,24.18,12190,1.06,3143,8.06,25141,7.8,23017,8.58,22240,26.44,10000,21.91,12267,47.3,3785,60.83,1912,0.43,3864,0.32,6137
"E01005653","Greater Manchester","Salford 011D",63.16,1,1,575,"B","North West",63.16,585,0.41,1035,0.24,1498,1.62,1098,74.84,574,13.81,23670,1.96,215,30.59,8258,35.56,6587,20.65,12981,0.29,32068,27.32,9607,79.82,599,69.85,1154,0.6,749,0.44,2228
"E01005654","Greater Manchester","Salford 023A",58.77,1,1,944,"B","North West",58.77,942,0.28,4350,0.18,3963,1.89,506,61.9,1593,14.99,22337,2.05,152,83.68,26,89.78,239,71.47,1047,1.21,30792,28.77,8994,47.61,3728,76.19,774,0.5,2165,0.34,5211
"E01005655","Greater Manchester","Salford 024A",79.65,1,1,26,"B","North West",79.65,26,0.6,23,0.48,7,2.55,51,57.05,2169,23.1,13274,2.29,60,32.51,7496,31.31,8010,34.91,6789,14.11,17393,32.08,7732,83.17,460,30.93,8151,0.98,3,0.42,2527
"E01005656","Greater Manchester","Salford 023B",54.15,1,1,1518,"B","North West",54.15,1526,0.34,2553,0.23,1793,1.84,592,50.13,3162,12.91,24680,0.42,10199,63.45,773,66.88,1372,56.6,2384,1.61,30259,24.21,11063,56.68,2375,43.58,4524,0.64,484,0.3,7052
"E01005657","Greater Manchester","Salford 023C",44.76,1,1,3285,"B","North West",44.76,3282,0.27,4829,0.21,2463,1.48,1527,41.17,5002,15.69,21555,0.15,14069,53.71,1879,61.96,1800,37.21,6103,1.72,30112,29.66,8636,39.74,5422,42.6,4739,0.47,2720,0.41,2832
"E01005658","Greater Manchester","Salford 024B",75.66,1,1,69,"B","North West",75.66,71,0.53,107,0.41,49,2.33,107,81.33,292,17.05,19868,1.14,2625,17.71,15546,11.59,19461,29.97,8516,6.36,24528,27.73,9433,71.48,1046,91.18,200,0.71,173,0.47,1628
"E01005659","Greater Manchester","Salford 001A",39.3,1,2,4803,"B","North West",39.3,4775,0.23,6564,0.17,4328,1.54,1326,35.91,6374,21.56,14819,0.71,6527,25.03,10845,13.06,18222,48.95,3493,17.28,15099,25.83,10279,32.58,7557,39.24,5550,0.31,7736,0.33,5649
"E01005660","Greater Manchester","Salford 001B",56.51,1,1,1207,"B","North West",56.51,1213,0.42,847,0.25,1150,1.91,471,54.18,2516,14.76,22584,0.71,6523,14.04,18709,5.48,25509,31.18,8060,2.96,28511,26.57,9941,58.03,2215,50.33,3265,0.55,1396,0.49,1314
"E01005661","Greater Manchester","Salford 004A",37.84,1,2,5274,"B","North West",37.84,5234,0.26,5206,0.17,4904,1.37,1931,39.75,5368,16.78,20215,0.96,3937,6.42,27183,1.9,29873,15.46,16375,8.01,22805,25.55,10411,50.93,3170,28.57,9079,0.42,3986,0.31,6723
"E01005662","Greater Manchester","Salford 004B",66.08,1,1,400,"B","North West",66.08,410,0.49,279,0.27,824,1.91,483,61.8,1601,24.49,11904,1.47,1067,9.91,23027,2.03,29702,25.65,10362,21.94,12252,27.03,9735,64.85,1538,58.76,2133,0.69,252,0.43,2380
"E01005663","Greater Manchester","Salford 001C",40.81,1,2,4343,"B","North West",40.81,4325,0.24,6318,0.19,3230,1.41,1749,29.28,8639,13.58,23898,1.34,1526,23.08,11920,14.78,16885,39.7,5432,2,29741,25.17,10592,23.16,11597,35.39,6639,0.33,7111,0.27,8477
"E01005664","Greater Manchester","Salford 001D",66.32,1,1,385,"B","North West",66.32,397,0.44,637,0.29,481,2.04,318,59.75,1827,24.15,12220,1.51,935,12.49,20252,3.31,28066,30.84,8183,20.88,12849,27.41,9569,52.77,2894,66.74,1383,0.57,1056,0.39,3342
"E01005665","Greater Manchester","Salford 001E",67.08,1,1,351,"B","North West",67.08,360,0.48,309,0.32,273,1.87,546,71.6,788,22.25,14124,0.81,5367,10.67,22173,3.67,27631,24.66,10837,14.26,17278,30.25,8409,69.02,1212,74.19,883,0.65,415,0.44,2109
"E01005667","Greater Manchester","Salford 028B",66.32,1,1,387,"B","North West",66.32,399,0.46,460,0.33,212,2.2,183,63.84,1381,23.2,13166,0.7,6634,8.6,24523,7.16,23683,11.48,19555,15.84,16103,30.55,8292,68.87,1223,58.82,2126,0.68,282,0.48,1510
"E01005670","Greater Manchester","Salford 005A",45.67,1,1,3076,"B","North West",45.67,3078,0.27,4925,0.21,2263,1.74,783,30.07,8320,17.5,19334,1.03,3377,34.2,6879,14.69,16948,73.2,940,3.36,28008,31.64,7892,13.39,17962,46.75,3886,0.31,7873,0.38,3809
"E01005671","Greater Manchester","Salford 012A",36.13,1,2,5884,"B","North West",36.13,5828,0.21,8096,0.18,3891,1.37,1902,27.83,9251,17.64,19174,0.6,7869,27.51,9610,24.17,11080,34.2,7016,2.69,28849,32.58,7556,22.41,11998,33.25,7328,0.21,12338,0.37,4132
"E01005672","Greater Manchester","Salford 005B",26.71,2,4,9875,"B","North West",26.71,9774,0.13,13922,0.1,13163,1,4130,19.91,13449,13.88,23583,0.44,9810,54.77,1722,47.08,3825,70.15,1134,1.4,30542,26.37,10031,14.96,16749,24.87,10735,0.22,11928,0.26,9240
"E01005673","Greater Manchester","Salford 008A",30.68,2,3,7979,"B","North West",30.68,7901,0.15,11989,0.13,8243,0.97,4377,26.27,9938,23.01,13346,1.01,3520,29.79,8591,21.5,12500,46.38,3955,19.14,13892,26.88,9801,17.35,15051,35.2,6699,0.22,11702,0.22,12011
"E01005674","Greater Manchester","Salford 012B",30.96,2,3,7846,"B","North West",30.96,7770,0.2,8474,0.15,6482,1.33,2096,20.64,12969,19.28,17285,0.33,11371,20.34,13619,13.33,18012,34.37,6961,12.83,18416,25.73,10327,18.66,14195,22.62,11883,0.22,11840,0.32,6303
"E01005675","Greater Manchester","Salford 008B",23.55,2,4,11677,"B","North West",23.55,11554,0.08,20900,0.07,19047,0.53,8781,24.4,10834,37.94,3004,0.61,7730,36.62,6044,43.63,4512,22.6,11896,52.04,3000,23.83,11250,9.96,20915,38.84,5656,0.14,16832,0.13,20442
"E01005676","Greater Manchester","Salford 005C",13.32,4,7,20213,"B","North West",13.32,20010,0.04,28719,0.08,17485,0.52,8881,9.64,21949,31.67,6044,-0.86,27547,8.63,24478,3.28,28110,19.34,13768,46.91,3857,16.43,15683,3.83,27440,15.45,16388,0.03,29954,0.07,28746
"E01005677","Greater Manchester","Salford 005D",20.78,3,5,13546,"B","North West",20.78,13409,0.12,15225,0.11,11582,0.4,10421,19.57,13682,22.87,13484,0.49,9272,14.32,18466,7.05,23798,28.88,8952,24.73,10805,21.01,12776,15.03,16694,24.11,11111,0.14,16866,0.17,15930
"E01005678","Greater Manchester","Salford 008C",45.75,1,1,3050,"B","North West",45.75,3052,0.31,3358,0.21,2207,1.6,1161,44.98,4142,25.19,11232,0.68,6801,7.43,25953,3.25,28144,15.78,16148,21.17,12684,29.2,8820,34.85,6806,55.1,2574,0.49,2383,0.29,7604
"E01005679","Greater Manchester","Salford 008D",49.8,1,1,2208,"B","North West",49.8,2213,0.37,1698,0.22,2070,1.38,1861,50.77,3054,28.07,8698,0.62,7534,14.71,18101,4.96,26105,34.22,7009,25.99,10206,30.15,8447,45.34,4159,56.2,2434,0.6,802,0.39,3580
"E01005680","Greater Manchester","Salford 017B",69.06,1,1,268,"B","North West",69.06,277,0.46,475,0.31,314,2.41,80,45.8,3968,29.11,7859,1.44,1181,23.64,11606,23.02,11673,24.9,10721,21.82,12316,36.39,6340,62.74,1726,28.85,8961,0.79,55,0.5,1214
"E01005681","Greater Manchester","Salford 024C",56.28,1,1,1229,"B","North West",56.28,1234,0.29,3986,0.2,2867,2.16,208,41.24,4986,23.55,12811,2.26,64,49.98,2555,38.62,5714,72.69,971,18.48,14313,28.63,9052,47.49,3750,34.99,6763,0.75,102,0.58,551
"E01005682","Greater Manchester","Salford 024D",68.31,1,1,296,"B","North West",68.31,306,0.44,630,0.39,55,2.63,41,43.46,4454,20.67,15784,1.19,2283,28.3,9239,18.18,14501,48.54,3564,9.78,21084,31.55,7922,63.77,1632,23.16,11600,0.69,226,0.55,730
"E01005683","Greater Manchester","Salford 017C",70.83,1,1,197,"B","North West",70.83,205,0.47,400,0.31,326,1.96,399,64.24,1341,29.32,7694,1.67,592,14.71,18106,6.85,24011,30.43,8341,26.33,10049,32.32,7649,55.55,2516,72.94,956,0.69,256,0.52,974
"E01005686","Greater Manchester","Salford 006A",33.08,2,3,6965,"B","North West",33.08,6902,0.19,9106,0.13,8685,1.18,2939,30.52,8148,14.26,23166,1.17,2419,30.22,8409,25.34,10510,39.99,5358,6.09,24830,22.43,11986,27.24,9643,33.79,7147,0.3,8108,0.19,14790
"E01005687","Greater Manchester","Salford 009A",22.88,2,4,12107,"B","North West",22.88,11977,0.13,14278,0.1,13081,0.67,7264,25.19,10447,19.37,17175,0.24,12822,30.67,8221,28.27,9203,35.48,6611,15.41,16414,23.33,11507,20.49,13077,29.9,8545,0.2,12912,0.23,11294
"E01005688","Greater Manchester","Salford 006B",25.77,2,4,10361,"B","North West",25.77,10254,0.18,9716,0.12,9254,0.9,5010,32.48,7457,16.45,20648,0.25,12696,6.66,26875,4.81,26270,10.37,20542,8.41,22409,24.49,10920,29.94,8527,35.02,6754,0.34,6801,0.12,22016
"E01005689","Greater Manchester","Salford 009B",53.17,1,1,1661,"B","North West",53.17,1666,0.38,1638,0.24,1344,1.35,1998,48.65,3411,16.75,20255,1.45,1113,16.21,16799,4.24,26937,40.13,5323,6.69,24180,26.81,9834,40.13,5324,57.17,2316,0.46,3080,0.44,2237
"E01005690","Greater Manchester","Salford 009C",24.91,2,4,10839,"B","North West",24.91,10723,0.13,13895,0.13,8313,0.95,4565,16.1,16211,15.32,21973,0.57,8248,23.07,11932,15.89,16067,37.42,6043,10.62,20310,20.01,13361,13.53,17851,18.67,14186,0.11,19569,0.23,11397
"E01005691","Greater Manchester","Salford 006C",20.29,3,5,13916,"B","North West",20.29,13776,0.09,18537,0.11,10265,1.08,3520,16.53,15876,16.84,20131,-0.44,22645,13.39,19387,6.24,24665,27.69,9448,15.59,16282,18.08,14569,10.54,20390,22.52,11937,0.1,20615,0.11,23020
"E01005692","Greater Manchester","Salford 006D",45.59,1,1,3090,"B","North West",45.59,3094,0.28,4604,0.24,1338,1.8,662,25.14,10468,13.49,24009,0.61,7677,32.67,7431,23.43,11457,51.14,3137,0.21,32183,26.77,9849,19.6,13610,30.68,8243,0.34,6787,0.4,3210
"E01005693","Greater Manchester","Salford 009D",16.39,3,6,17198,"B","North West",16.39,17013,0.08,20892,0.09,14483,0.57,8334,18.14,14658,9.36,28302,0.11,14614,17.72,15543,16.59,15575,19.98,13381,10.31,20597,8.41,22400,10.77,20178,25.51,10428,0.08,23309,0.13,20877
"E01005694","Greater Manchester","Salford 012C",16.87,3,6,16768,"B","North West",16.87,16594,0.08,20936,0.06,22822,0.26,12344,15.54,16651,26.43,10082,0.85,4985,17.78,15492,16.33,15752,20.69,12963,33.26,7324,19.59,13615,10.26,20641,20.82,12883,0.11,19565,0.12,21777
"E01005695","Greater Manchester","Salford 014A",7.33,5,9,27683,"B","North West",7.33,27395,0.04,29731,0.05,23851,-0.06,16783,2.45,30108,16.64,20397,-0.03,16813,9.56,23381,6.2,24703,16.26,15803,21.9,12272,11.38,19638,1.06,30997,3.84,27426,0.04,29109,0.07,29318
"E01005696","Greater Manchester","Salford 012D",23.29,2,4,11849,"B","North West",23.29,11728,0.13,13715,0.09,15352,0.78,6042,19.93,13438,28.53,8343,0.73,6265,13.89,18876,8.13,22688,25.4,10480,35.7,6546,21.36,12578,22.51,11940,17.35,15051,0.22,12112,0.19,14369
"E01005697","Greater Manchester","Salford 014B",11.15,4,7,22755,"B","North West",11.15,22529,0.05,26841,0.06,20831,0.36,10922,5.69,26304,18.44,18250,0,16373,15.46,17426,10.53,20392,25.32,10521,18.14,14528,18.73,14149,2.33,29311,9.05,21779,0.02,31213,0.11,22610
"E01005698","Greater Manchester","Salford 012E",52.61,1,1,1746,"B","North West",52.61,1752,0.36,2051,0.25,1257,1.65,1008,55.54,2345,23.12,13240,0.66,7024,15.91,17041,7.79,23032,32.17,7702,16.3,15772,29.94,8527,63.57,1650,47.52,3745,0.56,1131,0.36,4419
"E01005699","Greater Manchester","Salford 015C",12.28,4,7,21418,"B","North West",12.28,21206,0.06,23971,0.08,16876,0.19,13173,15.29,16859,18.32,18367,-0.96,28379,14.23,18549,14.59,17029,13.53,17848,18.49,14302,18.16,14519,5.73,25224,24.86,10743,0.06,26005,0.11,22492
"E01005700","Greater Manchester","Salford 012F",24.78,2,4,10913,"B","North West",24.78,10799,0.14,13312,0.11,10628,0.93,4733,16.53,15879,21.48,14911,0.51,8985,25.82,10439,18.19,14499,41.08,5091,18.09,14565,24.87,10738,14.13,17375,18.92,14032,0.21,12688,0.22,12332
"E01005701","Greater Manchester","Salford 015D",14.08,3,6,19365,"B","North West",14.08,19158,0.08,20454,0.09,15214,0.31,11527,9.63,21960,18.17,18546,-0.44,22709,18.21,15166,12.24,18904,30.14,8450,22.54,11926,13.8,17634,4.7,26402,14.55,17055,0.1,20573,0.14,19452
"E01005702","Greater Manchester","Salford 003A",27.09,2,3,9688,"B","North West",27.09,9588,0.18,9926,0.14,7558,0.86,5345,29.74,8439,20.67,15783,0.19,13579,12.08,20638,11.78,19291,12.67,18545,17.12,15207,24.21,11060,25.68,10349,33.8,7145,0.25,10651,0.25,9785
"E01005703","Greater Manchester","Salford 002A",54.41,1,1,1481,"B","North West",54.41,1489,0.37,1812,0.26,1027,1.46,1583,52.12,2846,22.5,13856,1.17,2364,16.63,16433,12.19,18947,25.53,10422,15.74,16173,29.26,8797,51.14,3137,53.1,2846,0.45,3222,0.45,2037
"E01005704","Greater Manchester","Salford 002B",32.86,2,3,7049,"B","North West",32.86,6987,0.21,7848,0.15,6121,0.93,4687,30.08,8317,15.47,21794,0.91,4392,27.2,9771,22.6,11894,36.39,6340,5.2,25823,25.75,10319,21.67,12404,38.48,5750,0.29,8578,0.31,6312
"E01005705","Greater Manchester","Salford 003B",22.17,2,4,12565,"B","North West",22.17,12434,0.14,13226,0.11,10563,0.69,7001,19.58,13672,15.22,22091,0.67,6980,9.48,23476,8.35,22467,11.74,19325,8.48,22340,21.97,12236,19.31,13791,19.86,13453,0.17,15018,0.24,10441
"E01005706","Greater Manchester","Salford 002C",46.13,1,1,2961,"B","North West",46.13,2965,0.31,3439,0.21,2238,1.47,1535,39.06,5539,14.76,22585,1.26,1861,17.24,15927,12.34,18820,27.04,9730,5.04,26005,24.49,10924,28.45,9128,49.66,3373,0.41,4321,0.36,4491
"E01005707","Greater Manchester","Salford 003C",52.62,1,1,1741,"B","North West",52.62,1747,0.32,2979,0.24,1320,1.66,982,45.7,3991,23.31,13054,1.54,868,10.86,21950,7.17,23673,18.26,14452,19.52,13657,27.1,9706,46.87,3863,44.52,4325,0.47,2752,0.29,7734
"E01005708","Greater Manchester","Salford 002D",40,1,2,4585,"B","North West",40,4560,0.27,5016,0.16,5477,1.46,1567,35.14,6600,20.66,15792,0.92,4335,28.53,9133,25.34,10512,34.92,6784,11.74,19325,29.57,8674,37.18,6111,33.09,7381,0.29,8476,0.45,1907
