"lsoa11cd","CAUTH18NM","lsoa11nm","IMD.2010.adjusted","National.quintile1","National.decile2","imd_rank","GOR.CODE","GOR.NAME","IMD.SCORE","RANK.OF.IMD.SCORE..where.1.is.most.deprived.","INCOME.SCORE","RANK.OF.INCOME.SCORE..where.1.is.most.deprived.","EMPLOYMENT.SCORE","RANK.OF.EMPLOYMENT.SCORE..where.1.is.most.deprived.","HEALTH.DEPRIVATION.AND.DISABILITY.SCORE","RANK.OF.HEALTH.DEPRIVATION.AND.DISABILITY.SCORE..where.1.is.most.deprived.","EDUCATION.SKILLS.AND.TRAINING.SCORE","RANK.OF.EDUCATION.SKILLS.AND.TRAINING.SCORE..where.1.is.most.deprived.","BARRIERS.TO.HOUSING.AND.SERVICES.SCORE","RANK.OF.BARRIERS.TO.HOUSING.AND.SERVICES.SCORE..where.1.is.most.deprived.","CRIME.AND.DISORDER.SCORE","RANK.OF.CRIME.SCORE..where.1.is.most.deprived.","LIVING.ENVIRONMENT.SCORE","RANK.OF.LIVING.ENVIRONMENT.SCORE..where.1.is.most.deprived.","Indoors.Sub.domain.Score","Indoors.Sub.domain.Rank..where.1.is.most.deprived.","Outdoors.Sub.domain.Score","Outdoors.Sub.domain.Rank..where.1.is.most.deprived.","Geographical.Barriers.Sub.domain.Score","Geographical.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Wider.Barriers.Sub.domain.Score","Wider.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Children.Young.People.Sub.domain.Score","Children.Young.People.Sub.domain.Rank..where.1.is.most.deprived.","Skills.Sub.domain.Score","Skills.Sub.domain.Rank..where.1.is.most.deprived.","IDACI.score","Rank.of.IDACI..where.1.is.most.deprived.","IDAOPI.score","Rank.of.IDAOPI..where.1.is.most.deprived."
"E01005203","Greater Manchester","Manchester 009B",72.15,1,1,156,"B","North West",72.15,163,0.42,804,0.29,507,2.48,60,72.87,712,23.06,13307,2.75,18,22.63,12172,16.58,15581,34.75,6839,10.49,20427,35.63,6565,93.1,150,52.64,2912,0.62,571,0.47,1683
"E01005205","Greater Manchester","Manchester 006B",68.88,1,1,273,"B","North West",68.88,282,0.41,941,0.26,993,2.11,232,76.87,475,16.76,20241,2.07,136,33.08,7286,17.99,14627,63.25,1679,3.31,28077,30.21,8422,80.57,566,73.17,942,0.66,374,0.51,1009
"E01005206","Greater Manchester","Manchester 006C",42.05,1,2,3974,"B","North West",42.05,3959,0.22,7245,0.16,5331,1.68,940,39.96,5321,20.18,16303,0.85,5005,48.16,2932,48.91,3499,46.66,3902,6,24923,34.35,6966,34.3,6981,45.63,4102,0.31,7698,0.35,5028
"E01005207","Greater Manchester","Manchester 006D",42.79,1,2,3774,"B","North West",42.79,3759,0.2,8670,0.15,6528,1.28,2370,54.21,2511,16.81,20175,1.58,774,47.85,3005,63.28,1676,16.98,15300,4.12,27086,29.5,8701,50.79,3192,57.63,2261,0.31,7686,0.25,10030
"E01005208","Greater Manchester","Manchester 019A",34.57,1,2,6434,"B","North West",34.57,6369,0.25,5802,0.13,7880,1.17,3016,14.08,17883,22.31,14058,1.38,1350,21.98,12553,2.58,28987,60.79,1917,6.67,24200,37.96,5893,24.91,10716,3.26,28137,0.54,1518,0.6,429
"E01005209","Greater Manchester","Manchester 019B",38.13,1,2,5175,"B","North West",38.13,5135,0.21,8033,0.11,10812,1.87,544,24.69,10703,22.65,13717,1.48,1026,29.54,8705,17.64,14857,53.33,2814,4.8,26289,40.5,5233,45.79,4070,3.6,27716,0.8,47,0.57,577
"E01005210","Greater Manchester","Manchester 019C",36.57,1,2,5712,"B","North West",36.57,5663,0.26,5185,0.11,11293,1.62,1079,25.32,10393,24.82,11583,0.86,4918,31.93,7724,31.66,7882,32.46,7598,2.49,29109,47.15,3811,43.57,4525,7.07,23777,0.83,28,0.58,541
"E01005212","Greater Manchester","Manchester 057A",28.96,2,3,8773,"B","North West",28.96,8677,0.17,10925,0.11,11623,1.58,1201,8.72,22864,21.89,14487,0.72,6359,29.71,8620,15.46,16381,58.22,2193,7.09,23756,36.68,6253,14.15,17364,3.29,28100,0.52,1838,0.55,701
"E01005213","Greater Manchester","Manchester 059A",55.72,1,1,1296,"B","North West",55.72,1300,0.38,1601,0.26,847,2.12,226,33.79,7019,20.35,16103,1.15,2518,12.74,20021,7.86,22954,22.5,11949,2.31,29343,38.39,5775,51.8,3037,15.79,16139,0.58,995,0.63,331
"E01005214","Greater Manchester","Manchester 019D",16.32,3,6,17251,"B","North West",16.32,17066,0.12,15032,0.06,21641,0.48,9404,9.12,22465,19.34,17217,0.66,7092,12.27,20449,4.64,26466,27.53,9518,4.8,26282,33.87,7122,16.07,15937,2.18,29510,0.34,6789,0.2,13478
"E01005215","Greater Manchester","Manchester 034C",28.71,2,3,8887,"B","North West",28.71,8789,0.2,8647,0.11,10814,0.9,4958,20.78,12881,19.18,17396,0.83,5161,31.57,7885,34.14,7033,26.42,10009,3.82,27443,34.54,6905,22.24,12089,19.33,13776,0.3,8206,0.28,7838
"E01005216","Greater Manchester","Manchester 034D",26.65,2,4,9912,"B","North West",26.65,9810,0.13,13799,0.11,11172,0.88,5203,14.75,17293,14.55,22821,1.17,2368,36.65,6030,33.39,7281,43.16,4614,1.12,30920,27.97,9327,17.42,15004,12.07,19043,0.16,15903,0.2,13521
"E01005217","Greater Manchester","Manchester 034E",20.57,3,5,13705,"B","North West",20.57,13568,0.14,13274,0.07,18243,0.56,8411,9.79,21803,14.99,22341,1.11,2795,22.44,12279,19.09,13922,29.12,8854,2.22,29450,27.76,9420,10.28,20618,9.3,21535,0.19,13419,0.22,12221
"E01005218","Greater Manchester","Manchester 034F",30.62,2,3,8005,"B","North West",30.62,7927,0.19,8850,0.11,10794,1.25,2518,8.62,22966,23.3,13063,1.22,2091,27.44,9650,26.76,9854,28.81,8980,9.67,21190,36.94,6180,9.3,21540,7.95,22871,0.21,12548,0.42,2683
"E01005219","Greater Manchester","Manchester 031A",37.31,1,2,5457,"B","North West",37.31,5414,0.21,7721,0.16,5767,1.57,1225,13.45,18436,22.57,13790,0.73,6221,50.26,2473,55.06,2579,40.67,5191,5.81,25141,39.33,5528,20.51,13065,6.39,24503,0.3,8379,0.4,3236
"E01005220","Greater Manchester","Manchester 031B",41.1,1,2,4244,"B","North West",41.1,4230,0.21,8103,0.12,9193,1.3,2247,29.75,8433,18.28,18434,1.58,765,66.88,526,77.25,720,46.13,4003,2.35,29291,34.2,7013,38.2,5827,21.31,12605,0.33,7143,0.34,5113
"E01005221","Greater Manchester","Manchester 031C",39.78,1,2,4657,"B","North West",39.78,4631,0.24,6187,0.13,8100,1.36,1945,25.45,10330,19.4,17138,1.01,3538,62.75,838,60.88,1907,66.49,1403,1.6,30269,37.2,6106,28.07,9288,22.84,11767,0.35,6191,0.46,1764
"E01005222","Greater Manchester","Manchester 031D",46.2,1,1,2939,"B","North West",46.2,2942,0.28,4301,0.16,5137,1.91,473,38.82,5601,18.77,17877,0.98,3765,47.88,2996,55.85,2478,31.94,7781,2.61,28959,34.94,6778,51.6,3067,26.04,10184,0.38,5231,0.49,1362
"E01005223","Greater Manchester","Manchester 007A",41.24,1,2,4208,"B","North West",41.24,4194,0.22,7505,0.15,5881,1.49,1481,43.1,4534,16.71,20307,1.12,2720,45.89,3429,40.73,5175,56.2,2434,1.21,30800,32.21,7686,56.42,2406,29.78,8589,0.36,5887,0.22,11854
"E01005224","Greater Manchester","Manchester 007B",45.35,1,1,3133,"B","North West",45.35,3135,0.24,6161,0.13,8166,1.33,2093,42.14,4754,19.81,16675,2,182,58.78,1221,63.63,1645,49.1,3467,5.86,25080,33.76,7158,45.99,4030,38.29,5803,0.43,3922,0.25,9667
"E01005225","Greater Manchester","Manchester 007C",46.63,1,1,2842,"B","North West",46.63,2842,0.3,3891,0.22,2010,1.71,875,45.65,3998,16.22,20924,0.39,10567,33.09,7282,38.73,5685,21.81,12325,0.42,31883,32.02,7755,36.41,6333,54.89,2601,0.49,2455,0.33,5706
"E01005226","Greater Manchester","Manchester 007D",40.54,1,2,4433,"B","North West",40.54,4410,0.22,7559,0.14,7296,1.32,2178,42.04,4789,15.97,21189,1.2,2235,54.73,1731,70.21,1130,23.76,11286,1.09,30957,30.85,8180,42.79,4695,41.29,5042,0.37,5711,0.27,8856
"E01005227","Greater Manchester","Manchester 009D",48.7,1,1,2435,"B","North West",48.7,2441,0.26,5297,0.19,3585,1.66,994,56.58,2231,21.9,14476,1.09,2942,46.07,3394,58.59,2151,21.03,12763,9.98,20901,33.82,7138,56.8,2360,56.36,2414,0.43,3776,0.28,8092
"E01005228","Greater Manchester","Manchester 009E",76.31,1,1,62,"B","North West",76.31,64,0.55,62,0.32,255,2.41,76,68.56,981,20.68,15770,1.99,190,18.32,15069,14.12,17384,26.72,9872,8.76,22056,32.59,7554,74.72,853,62.4,1758,0.85,22,0.46,1810
"E01005229","Greater Manchester","Manchester 007E",18.44,3,5,15390,"B","North West",18.44,15230,0.09,19334,0.08,15717,0.5,9169,23.38,11410,18.58,18107,0.34,11335,19.07,14536,17.65,14851,21.9,12273,9.11,21716,28.05,9295,23.82,11256,22.93,11717,0.12,19078,0.14,18867
"E01005230","Greater Manchester","Manchester 022B",44.98,1,1,3233,"B","North West",44.98,3232,0.26,5482,0.16,5042,2.17,192,18.17,14640,24.29,12092,1.45,1139,36.24,6164,27.53,9519,53.66,2767,6.05,24873,42.54,4753,27.31,9613,9.03,21799,0.38,5208,0.56,626
"E01005231","Greater Manchester","Manchester 022C",22.72,2,4,12203,"B","North West",22.72,12074,0.12,15624,0.06,20658,1.29,2312,13.82,18098,28.46,8393,0.15,14048,28.3,9238,32.22,7682,20.46,13095,6.79,24073,50.14,3295,23.23,11562,4.42,26730,0.27,9588,0.45,2026
"E01005232","Greater Manchester","Manchester 020C",42.08,1,2,3964,"B","North West",42.08,3948,0.29,4146,0.17,4421,1.24,2576,29.21,8669,25.69,10748,1.17,2415,31.76,7799,18.62,14220,58.05,2213,9.98,20896,41.4,5015,26.54,9954,31.89,7802,0.36,6058,0.47,1570
"E01005233","Greater Manchester","Manchester 027D",46.45,1,1,2877,"B","North West",46.45,2879,0.36,1934,0.15,6162,1.45,1619,30.43,8190,20.94,15486,0.86,4832,57.52,1371,76.42,762,19.72,13538,2.19,29493,39.7,5433,35.17,6706,25.68,10348,0.47,2786,0.44,2151
"E01005234","Greater Manchester","Manchester 027E",47.87,1,1,2592,"B","North West",47.87,2599,0.37,1752,0.16,5305,1.26,2476,32.29,7517,20.91,15525,1.36,1426,49.81,2595,35.66,6558,78.11,678,0.24,32143,41.59,4971,27.79,9405,36.8,6220,0.44,3500,0.67,232
"E01005235","Greater Manchester","Manchester 020D",59.1,1,1,900,"B","North West",59.1,901,0.39,1246,0.25,1231,1.96,405,50.83,3045,20.88,15561,1.28,1775,26.68,10000,17.79,14757,44.47,4336,3.73,27555,38.03,5874,45.23,4181,56.44,2404,0.46,3168,0.5,1235
"E01005236","Greater Manchester","Manchester 022D",44.68,1,2,3306,"B","North West",44.68,3303,0.28,4452,0.17,4714,1.66,978,30.25,8251,22.84,13517,1.31,1665,37.01,5916,36.75,6234,37.52,6014,4.25,26931,41.43,5009,43.34,4575,17.16,15182,0.38,5267,0.67,248
"E01005237","Greater Manchester","Manchester 022E",50.21,1,1,2138,"B","North West",50.21,2144,0.38,1552,0.17,4559,1.55,1310,30.32,8231,23.84,12535,1.17,2428,51.53,2237,41.33,5032,71.93,1018,2.41,29205,45.26,4174,30.9,8161,29.73,8609,0.42,4100,0.67,229
"E01005238","Greater Manchester","Manchester 027F",35.07,1,2,6255,"B","North West",35.07,6196,0.27,4940,0.12,9862,0.86,5333,29.87,8398,24.71,11697,0.82,5333,43.7,3991,43.16,4614,44.78,4272,8.07,22743,41.34,5029,32.12,7720,27.62,9480,0.31,7677,0.5,1224
"E01005239","Greater Manchester","Manchester 020E",63.26,1,1,568,"B","North West",63.26,579,0.48,303,0.27,811,1.97,392,42.4,4691,28.82,8090,1.07,3056,18.14,15212,9.08,21749,36.27,6375,11.51,19523,46.12,4006,49.21,3448,35.58,6580,0.6,790,0.68,211
"E01005240","Greater Manchester","Manchester 024A",56.6,1,1,1194,"B","North West",56.6,1200,0.44,601,0.23,1744,1.37,1900,28.51,8959,21.61,14752,1.31,1677,48.4,2880,37.05,6147,71.11,1070,5.94,24988,37.28,6083,37.04,6151,19.99,13375,0.71,161,0.42,2600
"E01005241","Greater Manchester","Manchester 025A",28.07,2,3,9189,"B","North West",28.07,9089,0.21,7814,0.12,10058,0.74,6511,19.86,13479,18.77,17886,0.26,12575,43.14,4123,59.39,2064,10.66,20279,3.37,27999,34.17,7024,28.44,9133,11.29,19722,0.46,3019,0.32,6237
"E01005242","Greater Manchester","Manchester 025B",42.54,1,2,3840,"B","North West",42.54,3821,0.34,2408,0.16,5245,1.43,1669,30.23,8263,22.07,14289,0.63,7482,34.84,6654,36.94,6179,30.64,8261,4.5,26640,39.65,5446,45.1,4207,15.37,16446,0.53,1577,0.46,1795
"E01005243","Greater Manchester","Manchester 024B",55.12,1,1,1387,"B","North West",55.12,1392,0.5,244,0.24,1364,1.74,782,28.5,8965,22.15,14222,0.48,9357,16.4,16634,5.92,25013,37.35,6061,3.26,28128,41.04,5100,32.62,7542,24.37,10981,0.71,187,0.61,403
"E01005244","Greater Manchester","Manchester 025C",40.21,1,2,4526,"B","North West",40.21,4501,0.28,4672,0.13,8950,1.37,1911,21.37,12535,25.99,10500,1.26,1890,48.39,2888,45.43,4141,54.3,2680,10.5,20426,41.48,4995,28.72,9017,14.01,17468,0.53,1632,0.53,884
"E01005245","Greater Manchester","Manchester 024C",59.07,1,1,906,"B","North West",59.07,905,0.56,51,0.24,1446,1.73,804,47.06,3730,23.03,13338,0.14,14307,23,11961,7.82,22999,53.38,2807,6.3,24595,39.75,5419,59.67,2033,34.44,6936,0.79,62,0.55,675
"E01005246","Greater Manchester","Manchester 024D",55.39,1,1,1345,"B","North West",55.39,1349,0.51,198,0.25,1128,1.18,2934,38.25,5746,23.09,13278,0.28,12251,30.63,8236,21.25,12637,49.38,3420,6.68,24184,39.5,5483,51.85,3029,24.66,10840,0.67,295,0.49,1280
"E01005247","Greater Manchester","Manchester 005A",23.43,2,4,11747,"B","North West",23.43,11625,0.12,14919,0.1,12419,1.14,3170,30.69,8091,21.49,14897,-0.93,28107,18.18,15183,18.86,14066,16.81,15420,15.13,16618,27.84,9384,34.33,6973,27.06,9724,0.19,13854,0.22,12316
"E01005248","Greater Manchester","Manchester 005B",22.94,2,4,12060,"B","North West",22.94,11930,0.11,16376,0.1,12248,1.03,3893,17.51,15127,29.58,7500,0.28,12238,10.66,22180,12.97,18303,6.04,24888,27.84,9383,31.31,8011,17.02,15279,18.01,14613,0.12,19027,0.18,14976
"E01005249","Greater Manchester","Manchester 005C",40.95,1,2,4290,"B","North West",40.95,4275,0.19,8900,0.19,3259,1.51,1414,40.42,5211,31.96,5872,0.65,7165,21.94,12595,19.46,13694,26.9,9794,29.67,8632,34.24,7002,44.31,4368,36.52,6300,0.26,10021,0.26,9361
"E01005250","Greater Manchester","Manchester 005D",51.58,1,1,1908,"B","North West",51.58,1914,0.32,3010,0.2,2674,1.6,1157,62.29,1553,30.39,6881,1.27,1853,8.4,24728,6.66,24215,11.9,19194,34.25,6999,26.54,9955,66.55,1398,58.03,2215,0.49,2312,0.31,6495
"E01005251","Greater Manchester","Manchester 003D",48.23,1,1,2527,"B","North West",48.23,2532,0.29,4232,0.22,2072,1.71,881,43.65,4411,25.14,11269,1.04,3284,21.18,13068,11.11,19873,41.3,5038,18.61,14229,31.66,7882,36.1,6424,51.2,3128,0.43,3849,0.29,7383
"E01005252","Greater Manchester","Manchester 003E",44.5,1,2,3348,"B","North West",44.5,3345,0.28,4515,0.19,3679,1.44,1649,56.09,2282,28.65,8223,0.55,8437,21.15,13085,13.02,18261,37.43,6041,29.44,8726,27.86,9374,67.44,1329,44.75,4278,0.46,3048,0.32,5991
"E01005253","Greater Manchester","Manchester 005E",49.56,1,1,2261,"B","North West",49.56,2266,0.32,3032,0.23,1606,1.68,947,55.53,2347,21.49,14890,0.66,7014,13.66,19120,5.93,25005,29.12,8853,16.16,15873,26.83,9826,49.23,3445,61.82,1814,0.5,2162,0.3,6847
"E01005254","Greater Manchester","Manchester 005F",20.83,3,5,13505,"B","North West",20.83,13368,0.1,18315,0.11,10568,0.72,6741,21.06,12719,20.06,16440,-0.12,18077,22.07,12504,19.29,13798,27.61,9481,16.04,15958,24.07,11132,19.41,13725,22.72,11831,0.1,20637,0.14,18951
"E01005255","Greater Manchester","Manchester 012D",63.68,1,1,544,"B","North West",63.68,553,0.39,1351,0.34,205,2.01,341,72.19,748,25.71,10733,0.35,11217,17.52,15690,15.1,16646,22.37,12015,17.98,14635,33.44,7264,78.66,652,65.72,1465,0.51,2017,0.43,2401
"E01005256","Greater Manchester","Manchester 011A",73.82,1,1,105,"B","North West",73.82,110,0.46,457,0.31,331,2.29,132,71.6,789,20.56,15881,1.93,238,29.97,8515,8.31,22502,73.27,936,4.65,26459,36.46,6317,70.71,1096,72.49,983,0.73,141,0.46,1699
"E01005257","Greater Manchester","Manchester 011B",74.04,1,1,97,"B","North West",74.04,103,0.46,424,0.32,265,2.29,131,72.65,730,29.58,7499,1.47,1064,25.75,10474,14,17478,49.23,3445,23.73,11302,35.42,6629,60.09,1989,85.21,385,0.67,324,0.45,1967
"E01005258","Greater Manchester","Manchester 011C",47.03,1,1,2764,"B","North West",47.03,2766,0.25,5750,0.19,3589,1.77,714,36.11,6317,17,19936,1.77,408,34.24,6865,33.19,7349,36.35,6351,2.12,29579,31.87,7808,25.35,10505,46.87,3864,0.3,8103,0.38,3674
"E01005259","Greater Manchester","Manchester 011D",70.56,1,1,210,"B","North West",70.56,218,0.42,805,0.29,550,2.17,194,71.82,775,16.05,21102,2.08,131,32.77,7395,25.64,10368,47.04,3832,1.09,30965,31.02,8118,63.63,1645,80.02,590,0.68,278,0.44,2146
"E01005260","Greater Manchester","Manchester 011E",21.51,2,4,12993,"B","North West",21.51,12861,0.1,17319,0.1,12411,0.74,6525,27.12,9566,24.34,12046,-0.04,16909,16.98,16142,21.01,12776,8.93,21899,22.1,12167,26.58,9937,14.59,17028,39.65,5445,0.09,22119,0.16,17661
"E01005261","Greater Manchester","Manchester 012E",74.35,1,1,90,"B","North West",74.35,96,0.47,389,0.31,350,2.23,168,87.51,142,19.39,17154,1.69,546,20.54,13477,8.84,21981,43.94,4446,7.6,23221,31.17,8060,80.9,552,94.12,125,0.68,281,0.48,1376
"E01005262","Greater Manchester","Manchester 044B",35.53,1,2,6087,"B","North West",35.53,6030,0.24,6266,0.13,7806,1.51,1416,34.4,6829,19.85,16630,0.89,4554,12.75,20004,11.18,19815,15.9,16061,11.32,19688,28.38,9155,55.76,2489,13.03,18248,0.4,4564,0.38,3712
"E01005263","Greater Manchester","Manchester 046A",39.55,1,2,4721,"B","North West",39.55,4694,0.22,7137,0.19,3434,1.76,743,25.27,10409,27.46,9200,0.18,13738,28.12,9329,25.11,10621,34.15,7032,19.29,13799,35.62,6568,26.08,10165,24.47,10934,0.27,9333,0.36,4627
"E01005264","Greater Manchester","Manchester 044C",45,1,1,3226,"B","North West",45,3224,0.29,4275,0.18,4030,1.96,409,47.5,3633,18.72,17946,0.95,4011,13.85,18912,6.22,24683,29.1,8862,4.84,26237,32.59,7553,50.47,3242,44.53,4323,0.41,4450,0.42,2497
"E01005265","Greater Manchester","Manchester 044D",45.15,1,1,3195,"B","North West",45.15,3192,0.3,3586,0.19,3281,1.57,1229,44.98,4140,17.27,19622,1.11,2786,17.29,15879,5.14,25891,41.58,4972,2.72,28813,31.82,7826,49.9,3334,40.07,5340,0.53,1654,0.35,4971
"E01005266","Greater Manchester","Manchester 044E",48.26,1,1,2521,"B","North West",48.26,2526,0.34,2490,0.2,3056,1.76,733,44.12,4311,18.9,17730,0.9,4459,25.4,10668,17.82,14740,40.57,5216,8.34,22470,29.46,8718,46.59,3916,41.65,4955,0.55,1369,0.39,3326
"E01005267","Greater Manchester","Manchester 046B",29.86,2,3,8337,"B","North West",29.86,8253,0.13,14491,0.11,11584,0.93,4739,18.35,14535,17.48,19361,2.04,157,28.4,9201,9.81,21053,65.56,1478,7.62,23202,27.34,9599,21.49,12503,15.2,16568,0.14,16870,0.21,12510
"E01005268","Greater Manchester","Manchester 046C",20.58,3,5,13693,"B","North West",20.58,13556,0.1,17190,0.07,20074,0.9,4990,7.5,24205,16.19,20950,1.02,3442,31.03,8085,26.98,9758,39.15,5575,5.89,25046,26.49,9975,9.94,20940,5.06,25984,0.15,16357,0.24,10261
"E01005269","Greater Manchester","Manchester 046D",21.56,2,4,12959,"B","North West",21.56,12827,0.1,17846,0.1,13332,0.9,4968,11.87,19827,20.64,15804,0.95,4071,13.64,19141,7.16,23685,26.6,9926,19.61,13603,21.67,12400,9.52,21333,14.23,17302,0.07,24953,0.22,11924
"E01005270","Greater Manchester","Manchester 035A",41.64,1,2,4085,"B","North West",41.64,4070,0.28,4531,0.18,3873,1.28,2337,34.39,6830,21.9,14474,1.39,1309,11.86,20886,9.06,21766,17.46,14979,8.15,22667,35.65,6559,37.19,6108,31.6,7906,0.42,3975,0.38,3650
"E01005271","Greater Manchester","Manchester 032C",28.28,2,3,9078,"B","North West",28.28,8983,0.11,16231,0.07,19160,1.6,1164,23.3,11449,25.4,11025,0.9,4460,33.55,7114,23.92,11208,52.82,2886,8.38,22432,42.42,4778,43.38,4567,3.23,28173,0.38,5337,0.48,1462
"E01005272","Greater Manchester","Manchester 035B",56.69,1,1,1182,"B","North West",56.69,1186,0.4,1143,0.23,1609,2.09,255,36.44,6220,24.33,12055,1.37,1413,15.12,17729,4.32,26842,36.72,6243,15.14,16615,33.52,7238,44.49,4332,28.39,9152,0.64,473,0.51,1053
"E01005273","Greater Manchester","Manchester 035C",28.76,2,3,8868,"B","North West",28.76,8770,0.12,15789,0.07,18402,1.31,2187,18.59,14362,20.41,16034,1.67,587,31.36,7962,22.55,11921,48.98,3488,2.38,29253,38.44,5761,30.43,8338,6.74,24126,0.41,4460,0.32,5905
"E01005274","Greater Manchester","Manchester 038A",42.2,1,2,3933,"B","North West",42.2,3917,0.26,5247,0.15,5943,1.67,956,27.38,9453,17.04,19876,1.68,564,26.98,9862,15.48,16365,49.99,3319,3.32,28060,30.76,8215,37.53,6013,17.24,15125,0.6,772,0.47,1528
"E01005275","Greater Manchester","Manchester 038B",18.87,3,5,15008,"B","North West",18.87,14862,0.05,26739,0.06,23170,0.97,4422,11.69,19991,27.31,9332,0.86,4845,24.21,11282,31.63,7895,9.38,21466,7.34,23494,47.27,3789,22.89,11737,0.48,31801,0,30461,0.23,11104
"E01005276","Greater Manchester","Manchester 038C",22.7,2,4,12219,"B","North West",22.7,12090,0.09,19487,0.06,22670,1.72,832,4.54,27609,21.03,15407,0.63,7443,32.12,7658,24.13,11099,48.1,3640,2.75,28772,39.3,5534,8.79,22033,0.29,32068,0.18,14380,0.28,7845
"E01005277","Greater Manchester","Manchester 038D",10.99,4,7,22966,"B","North West",10.99,22741,0.05,27191,0.05,25702,0.67,7214,0.3,32356,22.29,14083,-0.33,21141,19.03,14557,18.27,14444,20.55,13044,3.66,27639,40.93,5128,0.32,32032,0.28,32087,0.04,29323,0.16,17432
"E01005278","Greater Manchester","Manchester 035D",30.33,2,3,8138,"B","North West",30.33,8063,0.17,10519,0.08,15999,0.7,6888,15.5,16692,27.16,9456,2.04,155,33.25,7224,32.86,7462,34.04,7065,16.22,15835,38.1,5855,13.79,17643,17.2,15153,0.31,7727,0.26,8914
"E01005279","Greater Manchester","Manchester 035E",40.99,1,2,4273,"B","North West",40.99,4259,0.3,3629,0.16,5736,1.52,1377,35.09,6615,22.99,13380,1.04,3312,14.12,18651,5.73,25223,30.89,8167,14.02,17467,31.96,7775,34.25,6998,35.93,6474,0.44,3424,0.37,4159
"E01005280","Greater Manchester","Manchester 026A",48.2,1,1,2533,"B","North West",48.2,2538,0.4,1150,0.17,4349,1.49,1463,42.07,4778,26.82,9730,0.97,3839,12.42,20321,5.34,25670,26.58,9935,14,17477,39.64,5448,32.95,7431,51.19,3129,0.52,1756,0.63,336
"E01005281","Greater Manchester","Manchester 026B",22.15,2,4,12578,"B","North West",22.15,12447,0.08,20541,0.06,22070,1.22,2679,6.69,25181,29.61,7471,0.8,5507,32.28,7599,29.26,8797,38.31,5796,16.53,15611,42.68,4720,12.61,18594,0.77,31402,0.09,21882,0.37,4070
"E01005282","Greater Manchester","Manchester 032D",35.07,1,2,6251,"B","North West",35.07,6192,0.25,5902,0.11,11368,1.19,2860,16.42,15962,24.88,11535,1.53,873,30.38,8347,23.68,11329,43.77,4482,11.55,19494,38.2,5826,21.57,12457,11.27,19738,0.35,6394,0.4,3269
"E01005283","Greater Manchester","Manchester 032E",13.96,3,6,19484,"B","North West",13.96,19277,0.04,29684,0.02,32019,0.71,6849,14.54,17488,25.66,10782,0.27,12395,27.4,9676,28.77,8994,24.64,10848,10.29,20613,41.02,5105,22.22,12098,6.87,23990,0.18,14396,0.21,12609
"E01005284","Greater Manchester","Manchester 026C",18.14,3,5,15645,"B","North West",18.14,15476,0.04,29824,0.02,32183,0.33,11308,20.45,13096,31.32,6280,0.79,5626,46.59,3289,42.57,4746,54.63,2636,16.02,15972,46.62,3910,40.21,5303,0.68,31525,0.18,14405,0.43,2373
"E01005285","Greater Manchester","Manchester 025D",46.86,1,1,2794,"B","North West",46.86,2797,0.36,2123,0.14,7344,1.43,1683,34.38,6835,26.6,9929,1.6,709,34.4,6802,17.07,15244,69.07,1209,7.1,23748,46.1,4009,41.22,5057,27.53,9516,0.65,382,0.56,637
"E01005286","Greater Manchester","Manchester 026D",26.9,2,3,9773,"B","North West",26.9,9676,0.1,17572,0.07,19375,1.21,2721,3.46,28912,28.71,8177,1.54,850,38.39,5486,24.58,10878,66.02,1440,16.69,15500,40.72,5179,4.15,27047,2.77,28755,0.21,12605,0.36,4618
"E01005287","Greater Manchester","Manchester 026E",52.7,1,1,1730,"B","North West",52.7,1736,0.41,981,0.2,2788,1.82,622,40.13,5277,23.62,12746,1,3613,19.63,14111,9.64,21220,39.61,5454,4.93,26130,42.31,4803,42.71,4714,37.55,6005,0.54,1509,0.65,292
"E01005288","Greater Manchester","Manchester 025E",35.37,1,2,6145,"B","North West",35.37,6088,0.21,8077,0.11,11565,1.07,3641,21.84,12287,23.63,12740,1.35,1483,53.39,1931,44.18,4396,71.8,1026,6.56,24318,40.7,5184,35.51,6603,8.18,22637,0.5,2152,0.43,2425
"E01005289","Greater Manchester","Manchester 049D",61.35,1,1,701,"B","North West",61.35,714,0.4,1181,0.27,833,2.09,256,74.95,568,17.7,19090,0.52,8795,22.79,12072,21.81,12327,24.76,10788,0.46,31833,34.95,6776,75.1,832,74.79,849,0.58,934,0.47,1622
"E01005290","Greater Manchester","Manchester 052A",52.18,1,1,1821,"B","North West",52.18,1825,0.31,3265,0.24,1352,1.88,533,59.35,1882,18.47,18213,0.64,7306,24.07,11358,26.04,10183,20.13,13288,2.81,28697,34.13,7037,54.98,2589,63.71,1637,0.44,3547,0.31,6634
"E01005291","Greater Manchester","Manchester 050E",59.62,1,1,857,"B","North West",59.62,858,0.38,1525,0.28,654,2.24,159,63.44,1415,22.74,13631,0.25,12657,22.51,12237,26.14,10137,15.25,16532,11.54,19501,33.94,7098,46.14,4001,80.73,559,0.45,3181,0.52,950
